x,y,z,label
-34.94703346366176,-18.880297890581552,-110.02992641751406,1.0
-33.293362606525164,-16.78922411941019,-108.4793528043005,1.0
-39.621583375281965,-21.54481956305359,-110.73596441826095,1.0
-36.077539961292715,-19.04116775673794,-108.84895484845903,1.0
-38.33633574806467,-25.59981582128159,-106.55951015215979,1.0
-34.92915062115025,-25.295480034889874,-105.0615881313945,1.0
-34.29048409942689,-19.442990337706533,-104.7815275731145,1.0
-36.39029655633741,-21.64138007968871,-106.54965077185469,1.0
-35.47130414395254,-21.288227611868532,-104.66632975715514,1.0
-34.37748022924619,-20.08081140536251,-108.0323161365354,1.0
-35.36210386151022,-18.82808346729361,-111.5355648626587,1.0
-36.05126884483007,-24.40093057776562,-109.3396420718538,1.0
-32.72059698558039,-19.415469712294353,-109.75876371473954,1.0
-34.30244837062974,-25.15738117278103,-113.69948566122139,1.0
-35.9323604888998,-18.825587045162028,-110.65049210326164,1.0
-34.361950378290075,-24.373131310598467,-105.40562906195578,1.0
-36.3690484426738,-22.885098756144505,-110.52118063679853,1.0
-37.610412596908496,-23.077051622522674,-111.57625271712324,1.0
-35.37053900797992,-24.796037860180007,-100.15023538160276,1.0
-36.8097076638477,-21.899820403557484,-108.91568246896168,1.0
-33.436394824327195,-21.15307169337797,-107.34025523826969,1.0
-34.1509924407265,-20.36119665813342,-108.68965972450594,1.0
-34.863455184610736,-21.174128335628584,-115.18363808504957,1.0
-34.09234081573676,-26.193621090429932,-107.58103918778369,1.0
-37.14233997714081,-17.896148388193016,-110.21483712578733,1.0
-35.48676950227328,-23.173631757862363,-108.73172560593201,1.0
-36.73978830424609,-18.814319923316145,-110.03311629567447,1.0
-40.05498888314935,-26.320041407034058,-112.3499356348803,1.0
-35.586939785201466,-23.267908158606957,-106.24161705151378,1.0
-34.56770603952651,-22.667350712153432,-109.67127077956522,1.0
-35.23900267767542,-13.132280938573839,-106.44800537643903,1.0
-35.549930231322136,-21.527099116979986,-110.39052411350491,1.0
-37.79250696301132,-18.692241045123872,-107.57414742197594,1.0
-35.376133811936505,-22.809074535417338,-112.13911322900877,1.0
-33.094076360611204,-19.481417904492663,-108.5540964025013,1.0
-33.61829967902092,-19.87899177939995,-102.15731417271783,1.0
-35.40120979453102,-17.28768215155705,-111.36057649183051,1.0
-33.261843948164824,-18.368730075373776,-102.39907660957283,1.0
-38.33168625474625,-21.917618586023572,-114.2450181885324,1.0
-33.512893787785664,-19.689783131226353,-107.67476857548208,1.0
-37.499641470011575,-22.430792154405083,-110.77174963872957,1.0
-35.36422971314901,-22.371865527025992,-107.34649338507066,1.0
-34.543044726434104,-19.382746627334434,-108.74028415776546,1.0
-37.7182837606719,-22.207311880874627,-104.47811014028986,1.0
-36.20491624359605,-24.348727140945748,-105.6107054164144,1.0
-32.19729431381674,-19.600600254126395,-112.7739296232699,1.0
-32.506096796466046,-21.26209305384029,-113.10588350389597,1.0
-38.43136172353546,-21.359658481474337,-107.9832689868257,1.0
-33.62898944328296,-23.885384585549552,-107.26542909957078,1.0
-39.31968194277153,-26.001899590900205,-114.81031032684717,1.0
-37.64247455309416,-26.71850657344958,-115.1411549097651,1.0
-36.868320258941345,-21.151940369387404,-107.96725542720422,1.0
-37.33143705812283,-25.235741729683244,-106.41192008000102,1.0
-35.052443098476886,-22.8725592851606,-105.68361440410462,1.0
-36.434220380152695,-18.762360686037663,-108.07785692127236,1.0
-149.50675974272886,-178.54396952484038,-13.265948353613226,1.0
-158.81169978695482,-209.66187702620414,-2.2514832272269176,1.0
-154.48973811249815,-189.16154179322112,-8.085856470171022,1.0
-171.48237224057678,-207.66545179808114,-7.117164880512028,1.0
-169.75255200549665,-214.1268085186633,-5.605190008775251,1.0
-180.5579152323388,-216.86837860986773,-8.443975823669303,1.0
-149.69061252843318,-185.4880865557314,-5.6681413730329275,1.0
-168.44949574239928,-208.75165934577555,-11.579531545085331,1.0
-164.88809297677963,-188.36443338395338,-10.749729282838441,1.0
-157.54189484762952,-204.58676253697655,-5.036486527620102,1.0
-148.7914749639869,-177.9279469699024,-11.982837690891579,1.0
-160.67273384158503,-207.31501751676805,-13.346055835779833,1.0
-163.46674568426718,-194.12858368752805,-6.276958250339376,1.0
-156.3753687724294,-177.26386574708334,-9.109146516422747,1.0
-172.5487884077063,-206.40150768306862,-11.347494764019018,1.0
-176.52084925563705,-222.7808360993727,-14.56304882805906,1.0
-176.67852124757903,-213.1466111797735,-11.364282012868411,1.0
-162.1852691735299,-197.38081981866398,-11.769931748224685,1.0
-151.63693658920866,-189.54086537992595,-7.519080841922957,1.0
-158.79572239965898,-184.7904378415197,-12.05976977498557,1.0
-163.6331451291013,-205.82787033750458,-9.748909377675586,1.0
-150.0580669654986,-172.9554946233988,-10.01898678105294,1.0
-146.22795046951825,-177.38108889629365,-7.362821203645724,1.0
-161.99518228836746,-212.7776552464805,-11.713718825814642,1.0
-161.43137125221614,-198.78737857837746,-10.794214510921746,1.0
-157.89115999991515,-187.55381697179354,-10.277887608740617,1.0
-170.69306388008903,-217.594258495981,-12.79694146604067,1.0
-155.74876654878605,-191.16437698759256,-8.475047315762042,1.0
-169.25772253262983,-215.12579527421897,-10.506225190553685,1.0
-157.61168846955277,-187.65519833256997,-9.859452586986242,1.0
-157.1741990745723,-198.7964943365413,-11.87706904202225,1.0
-150.124906607108,-184.2191997941333,-6.137410262690517,1.0
-163.57658470852476,-212.30260051978573,-5.971560273735208,1.0
-164.32146076158594,-209.1641269757017,-11.954717587517994,1.0
-153.15627664931768,-184.4417422415993,-12.036996602297549,1.0
-165.884872802454,-221.78417916237464,-6.543268370409571,1.0
-168.3680422237365,-207.62594868990806,-12.142175629085452,1.0
-138.37091570635758,-175.73454106434608,-3.839967888843186,1.0
-163.6690115953746,-200.9150097668725,-10.354383163119932,1.0
-161.85132979810865,-194.30413022803296,-11.792597516300921,1.0
-138.08619428632088,-173.22661580653485,-4.138301500815405,1.0
-161.4259066854749,-191.67403835756983,-6.572512813291998,1.0
-178.35206781733487,-211.1242898534691,-13.353940679766716,1.0
-135.53366197677926,-159.18138928230027,-13.294728202169415,1.0
-160.70798089180846,-191.4255423343683,-12.000390968201538,1.0
-146.45431132948278,-179.15693200394725,-13.311607371786394,1.0
-153.40328826421853,-185.2541318520696,-15.976112553131383,1.0
-158.76743162284168,-199.6785058970803,-12.509070006161092,1.0
-192.1153936939495,-235.99065782059697,-8.883014697122743,1.0
-178.02162855464573,-219.322453232612,-10.797488443005582,1.0
-152.23342754439955,-187.92847897250167,-6.549119556558767,1.0
-171.60042550506628,-205.71162707983066,-5.0836594100522445,1.0
-144.35465472081214,-176.2839601945553,-7.6647113843279415,1.0
-132.4636089024917,-169.61285858599544,-6.75505677572532,1.0
-159.85543646258535,-187.44533449848188,-13.128871847381427,1.0
-162.65612500290743,-196.95819646170625,-12.25658745497774,1.0
-168.29540891703044,-205.7732323157125,-16.112633417893583,1.0
-160.24044758539776,-196.0781744459035,-6.781935424432701,1.0
-172.6122456636173,-211.4145547730312,-15.673013828273131,1.0
-149.05484396290868,-182.82700925466938,-13.615823711736784,1.0
-188.16294487885418,-221.94191172543162,-11.12725916295166,1.0
-142.6269418379068,-175.58129551861052,-11.723000234846722,1.0
-157.68463891937424,-188.5019950891,-8.02828946683574,1.0
-181.05531947129734,-221.00993494551065,-12.078818561968557,1.0
-155.78387396572387,-191.85026412502998,-5.949901809848564,1.0
-182.84793172656998,-212.7277644226689,-12.898432189097884,1.0
-146.1471527273069,-182.63318001621388,-5.521760146927246,1.0
-157.22002192328375,-188.12889702182417,-8.446075729523905,1.0
-149.0196516390999,-177.50288850697305,-16.3779877610106,1.0
-190.01020829559303,-224.4726838898273,-14.712652673113219,1.0
-147.75734634919812,-179.52236091954057,-9.143406995933361,1.0
-156.25339462291615,-184.97303372424088,-8.489486747224854,1.0
-151.10174217207108,-198.8250904376414,-7.9831031302835616,1.0
-137.90466776727916,-170.64548730992544,-3.973360226748309,1.0
-152.95617693971522,-189.33860751391987,-14.294985217030092,1.0
-172.26671129795895,-205.7965534836372,-14.755037566190415,1.0
-158.02550471042719,-199.40479268282465,-8.412544195181853,1.0
-158.81431887966636,-194.35671165324354,-6.258414577638676,1.0
-176.35860941274888,-198.97138776628972,-16.141259054935293,1.0
-178.46230659582164,-216.86054804325775,-12.374810940948564,1.0
-146.1440702780391,-185.3680804263225,-8.693774286503457,1.0
-158.32649054854912,-197.17025515186174,-16.145804946351113,1.0
-169.21534695478366,-191.86696176287356,-16.194941861483464,1.0
-175.77121905007172,-218.24536554949216,-6.145627715973568,1.0
-176.13079234703136,-213.7893981700669,-9.803576047153474,1.0
-158.54704668612757,-190.13125491471067,-8.615726626815952,1.0
-150.56565464766672,-183.2904702684325,-9.358568085924748,1.0
-164.15628685553992,-202.41272410586458,-7.18122700943266,1.0
-177.51695416071587,-214.01119323127688,-16.688482974526778,1.0
-124.89793629751354,-27.32750049710112,-38.562365679276915,2.0
-122.80319138017029,-27.077091696971735,-38.10429267981731,2.0
-108.26034507406584,-23.300222675944436,-36.1221948352578,2.0
-128.76712255357654,-28.35498369918963,-39.677104917536866,2.0
-125.01034567570441,-27.208254845240578,-40.65975040632684,2.0
-129.14148621913114,-28.79588405101371,-38.48956582042408,2.0
-135.35747088172113,-29.814847057603064,-43.58199565157976,2.0
-134.14047677508384,-29.62396352175564,-42.879694542830045,2.0
-128.8085707994265,-28.514140601608315,-40.04727419879558,2.0
-127.37250462026779,-28.096765582805485,-39.865625235225345,2.0
-119.70738630957443,-27.87894161822598,-29.984988370997883,2.0
-135.87164280067228,-29.460719134522996,-44.59000805832316,2.0
-134.87852099902727,-30.28570960920697,-39.34033629433157,2.0
-132.71925445617237,-29.057647286875774,-42.33573094860491,2.0
-132.95065101563287,-30.320409743449726,-37.55882267232357,2.0
-138.37210284073774,-31.313277673082613,-39.35520511488113,2.0
-147.1207916118144,-33.076797492412354,-42.007795573984225,2.0
-124.13395735956043,-27.582702302502323,-39.03487285693032,2.0
-119.49798303427828,-26.324579901333507,-38.19128338384857,2.0
-124.51669073558395,-28.862454249048206,-31.537071996334166,2.0
-128.66529023954277,-29.324541541615492,-34.60336976031397,2.0
-111.69223394475551,-25.048417802606615,-33.127708756118885,2.0
-132.11284063107522,-29.928368983871557,-36.981338995761085,2.0
-109.23085155719473,-24.66747693804456,-31.84017608963902,2.0
-99.98435426320692,-21.698510274452648,-32.58499306363023,2.0
-122.98918596904066,-27.395817532691378,-37.933946273350266,2.0
-123.14561926327897,-27.63279160764454,-35.308273769843,2.0
-133.29320065425702,-30.594566966076147,-36.57262964539419,2.0
-135.2691855934198,-31.582896760560626,-33.36874222100563,2.0
-107.49683690525855,-24.02483470883828,-32.61315015952019,2.0
-135.06968944158223,-29.687065030682437,-42.502311275504915,2.0
-131.81121286198814,-30.226668431811067,-35.85643392926173,2.0
-118.03579811506012,-26.816309076254683,-32.84942222025239,2.0
-118.64036522780036,-26.072698974734788,-37.05098240047242,2.0
-113.99666405989007,-26.232537304975942,-30.189971205978324,2.0
-126.74634420624264,-27.243159620937824,-42.6218981156501,2.0
-117.27758588098119,-25.782573689727343,-36.72040738958726,2.0
-124.37432100741201,-27.43742744360169,-38.74649744502372,2.0
-141.86625651269688,-32.05945067974698,-40.80890257872921,2.0
-131.70252440172248,-29.494936376750843,-38.57441681617974,2.0
-132.94574484714633,-29.641740460963735,-39.666882108266925,2.0
-134.0241067942087,-30.45711074146545,-36.832868573115626,2.0
-111.8418547015193,-25.273095842453223,-32.50976140823991,2.0
-119.66001438617435,-26.17563246858568,-37.686818386544054,2.0
-129.36842263320295,-29.147088311572055,-37.05173190034001,2.0
-124.6230511007389,-27.336740607249503,-37.918859432725924,2.0
-135.51698646773923,-30.10316714259488,-40.43814578379765,2.0
-131.52442519485768,-30.036309386928565,-36.17716137306713,2.0
-112.46008086480127,-25.144773446041633,-33.322942213625254,2.0
-138.54182922480527,-31.720848370609666,-39.00169059144099,2.0
-140.967479105637,-31.683918988646177,-41.41986108057525,2.0
-132.68977237668724,-28.39196821110321,-43.962885115575716,2.0
-128.8576580074251,-28.904427388072314,-37.56721372463824,2.0
-108.32952137135912,-24.139492201375024,-32.15295961422058,2.0
-114.74856208587805,-25.87525167455432,-31.177845964301024,2.0
-121.164593337267,-26.282775420989914,-40.64673292798333,2.0
-133.18304296797146,-30.60724219801049,-36.41942551498932,2.0
-126.22495519578892,-26.552310245147638,-44.958542261514665,2.0
-145.0523859734004,-33.1297100996366,-40.35491844129649,2.0
-128.62192344240415,-29.83515471047673,-32.207525795894156,2.0
-124.35860058770179,-28.177316433025986,-36.31285683959189,2.0
-142.8889334827214,-31.23749480132558,-46.11408699750565,2.0
-139.1598420836344,-31.069502556203847,-41.50165060301277,2.0
-134.1748354989448,-29.227097347237844,-42.80778140115949,2.0
-122.41296759154484,-27.982242826705654,-33.26967559730811,2.0
-154.25090050231194,-33.7068768417247,-48.56154098729849,2.0
103.23701803765604,43.9828498585474,96.35937109257384,3.0
86.12189287829379,43.59426314462428,80.46678834749864,3.0
92.93586762546578,51.74954161993572,91.4140928527532,3.0
74.97323021293946,35.19653080930826,71.55468309637735,3.0
93.06086351501268,56.7693167083482,83.31084966378242,3.0
69.35188943206654,32.99776709845902,64.2336310688933,3.0
100.77707925376386,69.44184861972744,96.2698066102387,3.0
79.26894301239447,52.601911023763634,73.98937105265799,3.0
99.21709014027297,56.495677907519976,96.18000553482896,3.0
87.84592332705832,43.998380638697064,82.01158480309853,3.0
81.15979261632413,55.865805449180925,77.92583299438017,3.0
79.62320085858887,33.96140394377438,75.99917901352387,3.0
84.62996389187879,45.24609754606255,80.59677858784251,3.0
97.7536935484887,58.80361109271561,96.4380895152423,3.0
96.85202049544148,59.287285411204756,91.33153520769355,3.0
71.23595463271468,41.24324813278959,68.43819773204892,3.0
90.1834604521452,37.01592589974,85.98561437011845,3.0
94.31501220507053,47.39421939788364,94.2809265876483,3.0
105.16357015488443,60.76847276521221,100.72834412662311,3.0
70.26214186350043,43.557468251340744,69.30539722873222,3.0
80.92589784782601,51.57973766807541,78.46863233919156,3.0
99.03557978394758,47.058744298910575,92.38450427933985,3.0
91.96876405976678,53.09792572608213,88.18567814312226,3.0
81.22845792866413,45.8201085520857,70.24456280998781,3.0
93.80226570153637,60.49196558208797,89.00350190372761,3.0
77.96366131272978,46.91794953032752,69.95392766693674,3.0
87.95979290829929,43.34494344313598,84.1331456784527,3.0
90.94760374519427,56.10706156105626,85.52321297270147,3.0
84.28357452314266,49.426206492907944,80.10271227194187,3.0
-127.57695766757561,134.72159964724852,120.07994903558523,4.0
-128.47745532296466,138.19832257463136,124.30636861702749,4.0
-129.26065839605192,132.13583687641872,123.3814109959356,4.0
-116.09432801310687,127.26535888359875,115.12222481850468,4.0
-121.23127992263935,129.96251784033706,120.5801319043963,4.0
-125.43490929161837,131.56645872117696,120.26147587098136,4.0
-116.33227519520567,127.79075695945572,110.37734838644872,4.0
-118.10936826963994,127.6416129075936,117.74063000157926,4.0
-125.79718072146666,133.61116636022237,123.98380122896224,4.0
-128.28894796891484,137.55178122753497,123.86836993754703,4.0
-118.64645573418818,128.24902343863448,115.56412920853828,4.0
-124.46306083335394,130.45294429888233,119.78737499155241,4.0
-117.52267917988766,127.97486363764861,112.98975726414778,4.0
-120.97239699385919,129.7125289971221,122.82449021183888,4.0
-119.79921398178105,126.07772165588855,119.90039832134877,4.0
-126.29710120601247,135.31762129394343,117.71534631143517,4.0
-119.15899261493199,130.10332115529877,120.260701111337,4.0
-119.9474224123236,127.41178721336283,115.17937302177351,4.0
-118.03048639081896,132.03782427239378,118.52993908823979,4.0
-122.12707390326112,126.97016130513975,116.09437078445687,4.0
-119.23060707364978,127.18258762120708,113.1232265089197,4.0
-121.81832371158187,129.73764540832647,119.65741750705796,4.0
-118.52030890660123,124.10790562964296,114.47275754459108,4.0
-124.38241954706977,137.41633626770928,122.92207546618782,4.0
-129.94629487954055,137.39687078739212,125.18103202634612,4.0
-118.73187922653969,130.0242196264879,118.76304469092575,4.0
-123.45844441809581,131.21641935106732,118.63682327415783,4.0
-117.98599957149543,128.85122134647793,116.32745077141118,4.0
-126.18783823862717,135.43033880851627,121.97565244694967,4.0
-124.05645011340987,134.23656969092565,121.56788157466282,4.0
-123.45742200865683,135.45852052168513,121.7939406905017,4.0
-126.1430644066666,135.32179147415195,123.33928085547396,4.0
-127.53842340452832,136.18750228459132,123.72798666460695,4.0
-119.04908209799471,126.69911996961899,117.97894370614338,4.0
-129.51277613959306,138.8550500739179,126.60040083698242,4.0
-79.51812676724568,251.77160033255075,158.73643572470067,5.0
-62.40601467493779,208.4122386852208,157.39158042994242,5.0
-79.41806261272833,231.2859136885925,158.72016609999318,5.0
-81.13615644006802,251.21121249921546,172.40788476821632,5.0
-83.52096429992453,247.0750408767855,160.43828810077977,5.0
-80.90168461913709,247.74330822786268,154.73551879445992,5.0
-80.82936466735195,237.5471134530964,157.15807328694535,5.0
-71.4066137478767,238.88620668660243,157.6844017718524,5.0
-84.57411359554335,252.76991651256037,171.21936106203592,5.0
-82.19095176017913,239.04801240808612,161.23999169004242,5.0
-77.78443233394721,249.49795468810828,166.667332045801,5.0
-66.8767310288263,237.2969095246441,165.27449479904647,5.0
-72.93393814198473,233.26239509598415,167.38075391060306,5.0
-71.46841315525967,241.0746177313504,174.72222086874834,5.0
214.17959194010768,-94.20378926986963,115.78244167013514,6.0
164.2575220218015,-76.81829114612037,91.36545544103132,6.0
168.28736778551507,-72.57364114653213,93.9569512478239,6.0
167.3716378924105,-73.45251236174579,90.35826774019579,6.0
143.72652025411276,-58.19495980973878,82.14026563781343,6.0
116.14299109053235,-49.297269512693745,63.93672523718393,6.0
161.39816596187748,-73.36497127840131,91.47995040929135,6.0
162.09731920582823,-73.23580944520361,89.46355551969097,6.0
171.5018012851151,-69.12764084538044,101.30791697875033,6.0
140.2998868312373,-55.07388470133351,89.40571380851664,6.0
161.21047568317908,-72.36215794491339,89.09089473759175,6.0
154.5879160082151,-66.02135295342376,88.46628928324311,6.0
178.05433137871486,-82.24140323145035,88.70343741365521,6.0
170.80661321548786,-70.80450160855662,102.72324923326636,6.0
133.69012591918147,-57.430317779334516,77.33388371013274,6.0
152.0721790334521,-60.05584286381824,88.59659864245674,6.0
154.64804510629153,-66.12929213719455,91.78723056404972,6.0
142.92796073849524,-65.16845024233743,78.42455437078631,6.0
135.16906403704178,-56.182883116964774,71.24199227908534,6.0
168.1174427770109,-70.93239067011677,104.08087966898002,6.0
163.999746455652,-75.66732837387833,83.18483361843496,6.0
172.24728039704814,-77.57926895981659,92.30127195974741,6.0
139.0020785442799,-63.81867022531498,83.3985455219514,6.0
194.08074444334022,-88.81633406214519,105.53838765879065,6.0
193.10739366231783,-84.11535467013815,106.79891912981427,6.0
177.86940239934302,-85.21705491149575,86.96342038901768,6.0
173.22925010155615,-74.63805213305454,103.46063490668928,6.0
204.2927478045306,-91.8269445782514,111.36168171528338,6.0
135.94562682273076,-55.231816481062225,74.85387583455338,6.0
170.23690029547873,-73.99772478841585,95.21825320781667,6.0
151.17330608427324,-65.95398469428876,84.93303697054363,6.0
175.59089277667113,-69.02740308742281,106.70245254605037,6.0
174.05001290131858,-63.63298246935132,110.61041053195989,6.0
141.81402663973927,-61.82488195339279,76.6847781746769,6.0
143.18876432218005,-65.84429518574017,82.72171550892523,6.0
166.37063199327875,-74.65804417182137,90.88898010568107,6.0
171.6215559102578,-76.56451543731015,96.04641423884071,6.0
155.8908829673077,-63.42485200652669,94.69335208262818,6.0
178.20915573814347,-74.00540744685473,99.09579677782807,6.0
133.86484582932613,-51.35295550129875,86.19802131068619,6.0
141.04118332410826,-60.3379110404302,84.20839903076384,6.0
147.95913978930247,-66.49933248191789,86.25171698805795,6.0
161.7630855095071,-64.16328918644135,99.46514032123329,6.0
169.77142389373066,-73.49190052360564,99.66163025859501,6.0
177.7750863666344,-70.37422806861778,112.11637021390055,6.0
123.8744618385806,-55.21154973449688,68.40839531401302,6.0
151.81292512074322,-66.98138229696771,86.36145984728566,6.0
154.53518547117284,-74.47222992872301,77.91250179664753,6.0
165.91018812186778,-70.97009826180788,100.89799512079658,6.0
173.5937830030373,-71.56172789310693,104.65982935175951,6.0
156.49267605182078,-70.88446413524301,88.91905254743592,6.0
146.91553535717293,-65.69402162231974,84.53395514384614,6.0
96.57122228774392,-40.10604227470397,58.71101656410134,6.0
154.4586586823311,-66.44748743553528,88.58517112826443,6.0
170.24077683409553,-70.72192515665652,102.27500774397332,6.0
149.55463211471658,-57.30189037686556,93.47957383098212,6.0
145.06961140216072,-59.515023684069426,86.46250250420908,6.0
158.47970675198962,-62.81172241423779,95.1023421346809,6.0
133.16928147467556,-56.27787949875028,78.50764094602003,6.0
160.07725338346907,-76.48023702670056,84.3700360885343,6.0
119.87497390236886,-48.32015066773604,73.8476669513202,6.0
138.2704949432709,-63.7931767249759,80.26040051635613,6.0
163.86914968872523,-73.498621498457,94.55560382449947,6.0
181.79258151021864,-76.05147127101714,111.49648313232072,6.0
165.39105229454287,-69.58357097577453,94.92595586290035,6.0
158.43026536034034,-69.95244649751181,81.15686147133061,6.0
160.21102197355432,-64.61465310021599,101.78552257164188,6.0
161.00829049868113,-71.78994882696117,88.94009725784622,6.0
164.32621783420137,-68.30597019278339,89.74918365129719,6.0
174.81881555272662,-78.1215753655156,103.802090155644,6.0
159.33546971975974,-65.81196315092343,89.34886677828791,6.0
162.95718060870183,-76.69672306612867,83.15451382727714,6.0
159.9257636394613,-71.88286417282144,94.74164495794736,6.0
159.35469694439448,-76.37699790889225,81.59483680026669,6.0
164.2563524809287,-67.30366777716974,100.2842271571385,6.0
153.5509823742033,-63.93687551326341,87.13886317082914,6.0
169.25826890183401,-75.44543454019129,101.1316211558807,6.0
169.7427905400333,-72.28526019090565,103.1721832346311,6.0
147.75564148894225,-66.97783747264619,78.73943504633593,6.0
149.36943614051046,-62.60725345682355,88.17312037963706,6.0
165.48059754264852,-73.26854697261241,92.39084961761625,6.0
146.63726833237445,-63.70970908832049,87.51135089521972,6.0
185.08488012475115,-82.03556912402469,103.94661892661559,6.0
153.4948240728441,-72.69205123861221,82.59131142926702,6.0
259.6731457865697,27.795777492749053,-255.49382402989903,7.0
270.87646811853847,24.50559281193769,-243.8595792903641,7.0
275.69637748314017,24.949609032365938,-251.10132039021866,7.0
255.40954806884778,22.27385948660241,-244.18570350507585,7.0
245.16551777051356,26.119919100246488,-227.2079897614003,7.0
249.74797450424273,22.97624196889319,-212.53430429850462,7.0
-517.1847791952299,127.62948414743089,-150.2877643576178,8.0
-514.9153304648615,125.5470849065197,-161.4912973134259,8.0
-525.9769418588563,132.35052679604163,-157.35254480655863,8.0
-557.1589808617916,136.25812240415632,-166.98050515806105,8.0
-537.4811657865171,126.52704171613831,-169.14855075561135,8.0
-504.4465054916763,119.66771095086487,-154.76072837797324,8.0
-512.1742799070042,124.25548379627827,-158.36754446412795,8.0
-552.292878531841,135.2221879916892,-179.564715711997,8.0
-512.2368997725983,125.85025955502188,-159.27125395237118,8.0
-499.56538350003757,124.81215537738014,-156.7561766869989,8.0
-548.489179254629,131.3446975103566,-169.6858385983487,8.0
-521.2228033153635,123.56733505650217,-158.24711877885463,8.0
-526.851119589418,127.54615052747434,-173.78735452078962,8.0
-530.1452987430825,131.8362486261056,-158.19329026481222,8.0
-495.95287394302346,117.60425289557053,-157.02013206446102,8.0
-510.4941632698754,117.5912779156981,-168.3078980564447,8.0
-526.9107573872667,127.96110197456045,-160.39159439836592,8.0
-510.68466661852756,124.8485771875018,-162.1044774257255,8.0
-540.0845134540369,130.46144530809437,-177.2155971281088,8.0
-520.5197512776502,121.8300023495589,-166.34567325497977,8.0
-518.8495835324435,124.77832051852052,-172.38580518055184,8.0
-519.4191308713496,126.72646422103632,-159.37773647770405,8.0
-533.0203892901116,129.5486026411263,-157.56737679120369,8.0
-558.4666563251935,133.87971183290767,-172.11658323233257,8.0
-542.127302878597,136.4859491499186,-166.82526667555595,8.0
-509.160730038259,120.34412267299525,-160.32351842148464,8.0
-548.3462379988488,138.00909368682778,-165.81488072770915,8.0
-544.8405938580765,134.77726103103845,-163.6491966777042,8.0
-524.5379916018474,124.62205431102456,-169.95182214948179,8.0
-541.2507808897634,128.70119260126685,-169.32107791985595,8.0
-477.5799366935486,120.26613036031911,-151.4504505507384,8.0
-536.1098584896719,125.80802477115641,-162.32368801227454,8.0
-534.66259755384,129.68837039352968,-168.85183610556257,8.0
-503.3787278087984,121.38662066442969,-161.27227780560736,8.0
-505.72511481431155,118.6149981235362,-167.44578388874666,8.0
-519.1485459199578,123.0167360152477,-172.8228755523327,8.0
-531.6494869528811,122.98003274635704,-164.00913947257277,8.0
-542.9439909292254,120.93492344978196,-181.08878327769781,8.0
-523.5923687861367,127.22523126525539,-150.5538023515972,8.0
-519.4159375335553,124.84061992445727,-151.000959392198,8.0
-557.1253383391514,137.06239390278924,-175.11197855958264,8.0
